    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    15,    15,    15,    15,    15,    04,    04,    04,    04,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    15,    15,    15,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    15,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    04,    04,    15,    15,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    04,    15,    15,    15,    15,    15,    15,    15,    15
    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    15,    04,    04,    04,    04,    15,    15,    15,    15,    15,    15,    15,    15
